Service Request Number,Service Request Type,City Department,Created Date,Method Received,Status,Location,X_Value,Y_Value,Latitude,Longitude,Latitude/Longitude,ZIP Code,Council District,Police Precinct,Neighborhood
21-00055976,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/18/2021 01:05:47 PM,Find It Fix It Apps,Closed,"1419 ALASKAN WAY, SEATTLE, WA 98101",1268017.73222706,225221.794941971,47.60742132,-122.34307078,POINT (-122.34307078 47.60742132),98101,7,WEST,PIKE-MARKET
21-00055905,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/18/2021 12:07:20 PM,Find It Fix It Apps,Closed,"2500 WESTERN AVE, SEATTLE, WA 98121",1266465.0230546,227741.195484584,47.61424321,-122.34956518,POINT (-122.34956518 47.61424321),98121,7,WEST,BELLTOWN
21-00056752,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/19/2021 10:17:08 AM,Phone,Closed,"1222 E MADISON ST, SEATTLE, WA 98122",1274752.62370773,227263.373580839,47.61337617,-122.3159332,POINT (-122.3159332 47.61337617),98122,3,EAST,BROADWAY
21-00056873,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/19/2021 11:09:53 AM,Find It Fix It Apps,Closed,"551 NE NORTHGATE WAY, SEATTLE, WA 98125",1274231.18908443,261925.900125228,47.7083577,-122.3207629,POINT (-122.3207629 47.7083577),98125,5,NORTH,MAPLE LEAF
21-00057380,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/19/2021 03:07:42 PM,Find It Fix It Apps,Closed,"7310 11TH AVE NE, SEATTLE, WA 98115",1275187.27363937,252264.500326134,47.68192666,-122.31612423,POINT (-122.31612423 47.68192666),98115,4,NORTH,ROOSEVELT
21-00057622,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/19/2021 05:08:39 PM,Find It Fix It Apps,Closed,"760 DEXTER AVE N, SEATTLE, WA 98109",1268459.10279732,231876.620849789,47.62568567,-122.34181065,POINT (-122.34181065 47.62568567),98109,7,WEST,SOUTH LAKE UNION
21-00057691,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/19/2021 07:31:44 PM,Find It Fix It Apps,Closed,"5203 26TH AVE SW, SEATTLE, WA 98106",1261989.56711519,206168.328508062,47.55486997,-122.3659649,POINT (-122.3659649 47.55486997),98106,1,SOUTHWEST,NORTH DELRIDGE
21-00057791,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/20/2021 09:26:07 AM,Find It Fix It Apps,Closed,"9724 14TH AVE NW, SEATTLE, WA 98117",1261141.95810546,259481.83699926,47.70095277,-122.37371815,POINT (-122.37371815 47.70095277),98117,6,NORTH,CROWN HILL
21-00058156,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/20/2021 04:13:09 PM,Find It Fix It Apps,Closed,"400 W REPUBLICAN ST, SEATTLE, WA 98119",1263418.54632141,231162.327303305,47.62345514,-122.36218979,POINT (-122.36218979 47.62345514),98119,7,WEST,LOWER QUEEN ANNE
21-00058237,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/20/2021 06:18:06 PM,Find It Fix It Apps,Closed,"324 BROADWAY E, SEATTLE, WA 98102",1273681.54358505,230375.56727784,47.62184997,-122.32051868,POINT (-122.32051868 47.62184997),98102,3,EAST,BROADWAY
21-00058411,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/21/2021 02:39:26 PM,Find It Fix It Apps,Closed,"5258 SW CHARLESTOWN ST, SEATTLE, WA 98116",1253707.47732495,212052.150351648,47.57053997,-122.39998329,POINT (-122.39998329 47.57053997),98116,1,SOUTHWEST,NORTH ADMIRAL
21-00058473,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/21/2021 07:07:27 PM,Find It Fix It Apps,Closed,"620 NE 55TH ST, SEATTLE, WA 98105",1273914.41477711,247512.068053829,47.66883303,-122.3209177,POINT (-122.3209177 47.66883303),98105,4,NORTH,UNIVERSITY DISTRICT
21-00059940,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/23/2021 09:16:54 AM,Find It Fix It Apps,Closed,"857 NE 78TH ST, SEATTLE, WA 98115",1274787.88198347,253444.891894338,47.68514097,-122.31783775,POINT (-122.31783775 47.68514097),98115,4,NORTH,ROOSEVELT
21-00060178,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/23/2021 11:13:46 AM,Find It Fix It Apps,Closed,"324 BROADWAY E, SEATTLE, WA 98102",1273681.54358505,230375.56727784,47.62184997,-122.32051868,POINT (-122.32051868 47.62184997),98102,3,EAST,BROADWAY
21-00060197,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/23/2021 11:23:51 AM,Find It Fix It Apps,Closed,"5710 RAINIER AVE S, SEATTLE, WA 98118",1283870.35849431,204325.830930447,47.55097971,-122.27722904,POINT (-122.27722904 47.55097971),98118,2,SOUTH,COLUMBIA CITY
21-00060459,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/23/2021 02:29:19 PM,Find It Fix It Apps,Reported,"603 ALASKAN WAY, SEATTLE, WA 98104",1269365.38441083,223280.854142885,47.60217361,-122.3374549,POINT (-122.3374549 47.60217361),98104,7,WEST,PIONEER SQUARE
21-00060444,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/23/2021 02:25:16 PM,Find It Fix It Apps,Closed,"801 WESTERN AVE, SEATTLE, WA 98104",1269591.22036179,223520.236238578,47.60284184,-122.33655862,POINT (-122.33655862 47.60284184),98104,7,WEST,CENTRAL BUSINESS DISTRICT
21-00062258,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/25/2021 10:39:27 AM,Find It Fix It Apps,Closed,"7001 35TH AVE NE, SEATTLE, WA 98115",1281431.74999793,251331.889372169,47.67969739,-122.29070677,POINT (-122.29070677 47.67969739),98115,4,NORTH,RAVENNA
21-00062893,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/25/2021 04:56:25 PM,Find It Fix It Apps,Closed,"215 31ST AVE, SEATTLE, WA 98122",1280338.85895602,223594.763591816,47.60361329,-122.29300695,POINT (-122.29300695 47.60361329),98122,3,EAST,LESCHI
21-00063026,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/25/2021 09:44:30 PM,Find It Fix It Apps,Closed,"4600 LEARY WAY NW, SEATTLE, WA 98107",1262375.66339645,245405.594673114,47.66243825,-122.36756932,POINT (-122.36756932 47.66243825),98107,6,NORTH,WEST WOODLAND
21-00063251,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/26/2021 09:50:02 AM,Find It Fix It Apps,Closed,"528 2ND AVE, SEATTLE, WA 98104",1270706.8752493,223288.047445144,47.60226507,-122.33201887,POINT (-122.33201887 47.60226507),98104,7,WEST,PIONEER SQUARE
21-00063527,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/26/2021 11:54:59 AM,Find It Fix It Apps,Closed,"8100 GREENWOOD AVE N, SEATTLE, WA 98103",1265687.5126462,254625.339695837,47.6878893,-122.35487177,POINT (-122.35487177 47.6878893),98103,6,NORTH,GREENWOOD
21-00063526,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/26/2021 11:53:03 AM,Find It Fix It Apps,Closed,"5701 22ND AVE NW, SEATTLE, WA 98107",1257986.50124723,248473.9841534,47.67060721,-122.38562858,POINT (-122.38562858 47.67060721),98107,6,NORTH,ADAMS
21-00064134,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/26/2021 06:13:52 PM,Find It Fix It Apps,Closed,"3316 NE 123RD ST, SEATTLE, WA 98125",1281375.88753906,265134.6023144,47.71752757,-122.29199548,POINT (-122.29199548 47.71752757),98125,5,NORTH,CEDAR PARK
21-00064146,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/26/2021 06:34:01 PM,Find It Fix It Apps,Closed,"7800 1ST AVE NW, SEATTLE, WA 98117",1264968.18849957,253838.287865168,47.68569301,-122.35772843,POINT (-122.35772843 47.68569301),98117,6,NORTH,GREENWOOD
21-00065013,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/29/2021 07:01:40 AM,Find It Fix It Apps,Closed,"1425 5TH AVE, SEATTLE, WA 98101",1269857.08833926,226247.455280577,47.61033129,-122.33569693,POINT (-122.33569693 47.61033129),98101,7,WEST,CENTRAL BUSINESS DISTRICT
21-00066371,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/29/2021 06:42:59 PM,Find It Fix It Apps,Closed,"6742 MURRAY AVE SW, SEATTLE, WA 98136",1255102.12534487,201615.266062576,47.54201091,-122.39347772,POINT (-122.39347772 47.54201091),98136,1,SOUTHWEST,GATEWOOD
21-00066696,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/30/2021 09:57:57 AM,Find It Fix It Apps,Closed,"6015 36TH AVE S, SEATTLE, WA 98118",1281205.4231455,203020.549774279,47.54726436,-122.28791869,POINT (-122.28791869 47.54726436),98118,2,SOUTH,MID-BEACON HILL
21-00067429,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/30/2021 03:12:23 PM,Find It Fix It Apps,Closed,"1100 NW 51ST ST, SEATTLE, WA 98107",1261527.40846374,246696.600171535,47.6659304,-122.37111563,POINT (-122.37111563 47.6659304),98107,6,NORTH,WEST WOODLAND
21-00067877,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/31/2021 07:17:43 AM,Find It Fix It Apps,Closed,"1018 E REPUBLICAN ST, SEATTLE, WA 98102",1274055.63785744,230893.033654314,47.62328814,-122.31904253,POINT (-122.31904253 47.62328814),98102,3,EAST,BROADWAY
21-00068442,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/31/2021 12:07:59 PM,Find It Fix It Apps,Closed,"1430 SUMMIT AVE, SEATTLE, WA 98122",1272460.736996,227487.84017508,47.61387,-122.32524107,POINT (-122.32524107 47.61387),98122,3,EAST,FIRST HILL
21-00068668,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/31/2021 01:50:44 PM,Find It Fix It Apps,Closed,"1001 1ST AVE N, SEATTLE, WA 98109",1265080.56237993,232897.958823801,47.62830274,-122.35559072,POINT (-122.35559072 47.62830274),98109,7,WEST,EAST QUEEN ANNE
21-00069280,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,03/31/2021 07:53:29 PM,Find It Fix It Apps,Closed,"825 NE 66TH ST, SEATTLE, WA 98115",1274482.16739737,250275.218651292,47.67643681,-122.3188303,POINT (-122.3188303 47.67643681),98115,4,NORTH,ROOSEVELT
21-00069878,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/01/2021 12:33:10 PM,Find It Fix It Apps,Closed,"844 N 36TH ST, SEATTLE, WA 98103",1267203.37989174,241192.470092889,47.65115242,-122.34764526,POINT (-122.34764526 47.65115242),98103,6,NORTH,FREMONT
21-00070661,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/01/2021 06:41:53 PM,Find It Fix It Apps,Closed,"1110 ELLIOTT AVE W, SEATTLE, WA 98119",1261283.25109745,233277.953032678,47.62913733,-122.37101825,POINT (-122.37101825 47.62913733),98119,7,WEST,WEST QUEEN ANNE
21-00071357,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/02/2021 12:50:22 PM,Find It Fix It Apps,Closed,"1101 PIKE ST, SEATTLE, WA 98101",1271634.97842078,227293.617974449,47.61329371,-122.32857303,POINT (-122.32857303 47.61329371),98101,7,EAST,FIRST HILL
21-00072351,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/03/2021 10:58:19 AM,Find It Fix It Apps,Closed,"9501 8TH AVE NW, SEATTLE, WA 98117",1262963.29068682,258377.46524633,47.69802546,-122.36623363,POINT (-122.36623363 47.69802546),98117,6,NORTH,CROWN HILL
21-00072545,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/03/2021 01:51:38 PM,Find It Fix It Apps,Closed,"2135 QUEEN ANNE AVE N, SEATTLE, WA 98109",1264740.62603449,236518.358641483,47.63820763,-122.35725977,POINT (-122.35725977 47.63820763),98109,7,WEST,WEST QUEEN ANNE
21-00072655,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/03/2021 03:48:31 PM,Find It Fix It Apps,Closed,"1919 S JACKSON ST, SEATTLE, WA 98144",1276922.91123914,221948.742106074,47.59892311,-122.30672333,POINT (-122.30672333 47.59892311),98144,3,EAST,ATLANTIC
21-00072684,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/03/2021 04:08:43 PM,Find It Fix It Apps,Closed,"2323 E CHERRY ST, SEATTLE, WA 98122",1278088.1699718,225148.510800491,47.6077547,-122.30224874,POINT (-122.30224874 47.6077547),98122,3,EAST,MANN
21-00072659,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/03/2021 03:54:35 PM,Find It Fix It Apps,Closed,"6445 CARLETON AVE S, SEATTLE, WA 98108",1272951.4591215,202248.340493759,47.54471516,-122.3212735,POINT (-122.3212735 47.54471516),98108,2,SOUTH,GEORGETOWN
21-00075051,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/06/2021 12:01:40 PM,Find It Fix It Apps,Closed,"825 NE 66TH ST, SEATTLE, WA 98115",1274482.16739737,250275.218651292,47.67643681,-122.3188303,POINT (-122.3188303 47.67643681),98115,4,NORTH,ROOSEVELT
21-00075143,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/06/2021 12:46:00 PM,Find It Fix It Apps,Closed,"9219 INTERLAKE AVE N, SEATTLE, WA 98103",1269165.52824201,257680.751443609,47.69645168,-122.34099639,POINT (-122.34099639 47.69645168),98103,5,NORTH,NORTH COLLEGE PARK
21-00075253,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/06/2021 01:32:26 PM,Find It Fix It Apps,Closed,"3716 S ANGELINE ST, SEATTLE, WA 98118",1281968.16851452,207569.270097525,47.5597719,-122.28517823,POINT (-122.28517823 47.5597719),98118,2,SOUTH,COLUMBIA CITY
21-00078439,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/08/2021 12:38:33 PM,Find It Fix It Apps,Transferred to Other Dept,"1300 N 45TH ST, SEATTLE, WA 98103",1268740.42125245,245003.058512176,47.66167983,-122.34171333,POINT (-122.34171333 47.66167983),98103,4,NORTH,WALLINGFORD
21-00078556,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/08/2021 01:38:20 PM,Find It Fix It Apps,Closed,"665 WESTLAKE AVE N, SEATTLE, WA 98109",1269261.0655148,231768.721409838,47.62543297,-122.33855056,POINT (-122.33855056 47.62543297),98109,7,WEST,SOUTH LAKE UNION
21-00078795,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/08/2021 03:27:09 PM,Find It Fix It Apps,Closed,"5643 20TH AVE NE, SEATTLE, WA 98105",1277417.64720602,248098.994707747,47.67062653,-122.30674764,POINT (-122.30674764 47.67062653),98105,4,NORTH,UNIVERSITY DISTRICT
21-00080301,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/09/2021 07:24:13 PM,Find It Fix It Apps,Closed,"1906 9TH AVE, SEATTLE, WA 98101",1270132.8214604,228358.851354302,47.6157302,-122.33444381,POINT (-122.33444381 47.6157302),98101,7,WEST,BELLTOWN
21-00081109,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/11/2021 02:56:07 PM,Find It Fix It Apps,Closed,"324 BROADWAY E, SEATTLE, WA 98102",1273681.54358505,230375.56727784,47.62184997,-122.32051868,POINT (-122.32051868 47.62184997),98102,3,EAST,BROADWAY
21-00081211,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/11/2021 11:56:15 PM,Find It Fix It Apps,Closed,"1610 LAKEVIEW BLVD E, SEATTLE, WA 98102",1273383.33386406,234952.554710471,47.63437958,-122.3220867,POINT (-122.3220867 47.63437958),98102,3,EAST,BROADWAY
21-00082205,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/12/2021 02:57:07 PM,Find It Fix It Apps,Closed,"161 20TH AVE S, SEATTLE, WA 98144",1276921.35038526,222817.716728138,47.60130487,-122.30679708,POINT (-122.30679708 47.60130487),98144,3,EAST,ATLANTIC
21-00082691,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/13/2021 04:56:06 AM,Find It Fix It Apps,Closed,"3510 STONE WAY N, SEATTLE, WA 98103",1268474.0350842,240729.425372501,47.64995166,-122.34245406,POINT (-122.34245406 47.64995166),98103,4,NORTH,WALLINGFORD
21-00082714,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/13/2021 06:52:21 AM,Find It Fix It Apps,Closed as Duplicate,"1639 8TH AVE, SEATTLE, WA 98101",1270278.99003103,227513.626940225,47.61382439,-122.33408694,POINT (-122.33408694 47.61382439),98101,7,WEST,CENTRAL BUSINESS DISTRICT
21-00082713,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/13/2021 06:48:19 AM,Find It Fix It Apps,Closed,"1639 8TH AVE, SEATTLE, WA 98101",1270278.99003103,227513.626940225,47.61382439,-122.33408694,POINT (-122.33408694 47.61382439),98101,7,WEST,CENTRAL BUSINESS DISTRICT
21-00083338,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/13/2021 12:41:00 PM,Find It Fix It Apps,Closed,"2801 RAINIER AVE S, SEATTLE, WA 98144",1278842.25541344,214302.552090113,47.57806542,-122.29835537,POINT (-122.29835537 47.57806542),98144,2,SOUTH,NORTH BEACON HILL
21-00084608,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 11:56:38 AM,Find It Fix It Apps,Closed,"1835 8TH AVE, SEATTLE, WA 98101",1269992.35221018,227796.165809834,47.61458349,-122.3352712,POINT (-122.3352712 47.61458349),98101,7,WEST,BELLTOWN
21-00084782,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 02:01:37 PM,Find It Fix It Apps,Closed,"600 2ND AVE, SEATTLE, WA 98104",1270634.49995945,223412.281991216,47.60260173,-122.33232199,POINT (-122.33232199 47.60260173),98104,7,WEST,PIONEER SQUARE
21-00084776,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 01:57:40 PM,Find It Fix It Apps,Closed,"601 2ND AVE, SEATTLE, WA 98104",1270447.01055599,223335.53266293,47.60238135,-122.33307577,POINT (-122.33307577 47.60238135),98104,7,WEST,PIONEER SQUARE
21-00084750,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 01:39:25 PM,Find It Fix It Apps,Closed,"3035 NE 135TH ST, SEATTLE, WA 98125",1280776.47709372,268349.692301881,47.72630891,-122.2946781,POINT (-122.2946781 47.72630891),98125,5,NORTH,OLYMPIC HILLS
21-00085219,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 07:44:12 PM,Find It Fix It Apps,Closed,"2618 ALKI AVE SW, SEATTLE, WA 98116",1252005.95813684,215615.204367337,47.58021084,-122.40716979,POINT (-122.40716979 47.58021084),98116,1,SOUTHWEST,ALKI
21-00085230,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/14/2021 10:15:21 PM,Find It Fix It Apps,Transferred to Other Dept,"214 BROADWAY E, SEATTLE, WA 98102",1273634.43528232,229842.825202865,47.62038724,-122.32066792,POINT (-122.32066792 47.62038724),98102,3,EAST,BROADWAY
21-00085251,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/15/2021 06:42:34 AM,Find It Fix It Apps,Closed,"302 YESLER WAY, SEATTLE, WA 98104",1271249.28033204,223102.571801559,47.60178562,-122.32980607,POINT (-122.32980607 47.60178562),98104,,,
21-00086310,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/15/2021 10:44:46 PM,Find It Fix It Apps,Closed,"2820 12TH AVE S, SEATTLE, WA 98144",1274227.85612186,214341.898678362,47.57793092,-122.3170504,POINT (-122.3170504 47.57793092),98144,2,SOUTH,NORTH BEACON HILL
21-00086335,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 07:12:37 AM,Find It Fix It Apps,Closed,"801 E PINE ST, SEATTLE, WA 98122",1273324.53359549,227865.478664857,47.61495095,-122.32176922,POINT (-122.32176922 47.61495095),98122,3,EAST,BROADWAY
21-00086325,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 04:31:23 AM,Find It Fix It Apps,Closed,"1962 1ST AVE S, SEATTLE, WA 98134",1270229.5670443,216684.675001932,47.58413993,-122.33343152,POINT (-122.33343152 47.58413993),98134,2,SOUTH,INDUSTRIAL DISTRICT
21-00086491,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 09:43:47 AM,Find It Fix It Apps,Closed,"4701 UNIVERSITY WAY NE, SEATTLE, WA 98105",1275729.24861339,245512.968349704,47.66344947,-122.31339731,POINT (-122.31339731 47.66344947),98105,4,NORTH,UNIVERSITY DISTRICT
21-00087082,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 04:02:46 PM,Citizen Web Intake App,Closed,"4202 7TH AVE NE, SEATTLE, WA 98105",1273882.65674449,243402.275600192,47.65756651,-122.3207242,POINT (-122.3207242 47.65756651),98105,4,NORTH,UNIVERSITY DISTRICT
21-00087300,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 07:08:04 PM,Citizen Web Intake App,Closed,"4210 7TH AVE NE, SEATTLE, WA 98105",1273920.62019717,243531.25233272,47.65792205,-122.3205803,POINT (-122.3205803 47.65792205),98105,4,NORTH,UNIVERSITY DISTRICT
21-00087330,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 10:13:28 PM,Find It Fix It Apps,Closed,"900 S JACKSON ST, SEATTLE, WA 98104",1273569.37488022,222226.048239643,47.59950638,-122.32033494,POINT (-122.32033494 47.59950638),98104,2,WEST,YESLER TERRACE
21-00087329,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/16/2021 10:11:27 PM,Find It Fix It Apps,Closed,"923 S JACKSON ST, SEATTLE, WA 98104",1273639.7607273,222017.249457147,47.59893779,-122.32003336,POINT (-122.32003336 47.59893779),98104,2,WEST,INTERNATIONAL DISTRICT
21-00087444,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/17/2021 10:29:05 AM,Find It Fix It Apps,Closed,"1009 12TH AVE S, SEATTLE, WA 98144",1274159.49923284,219918.329575742,47.5932122,-122.31776307,POINT (-122.31776307 47.5932122),98144,2,SOUTH,NORTH BEACON HILL
21-00087450,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/17/2021 10:33:07 AM,Find It Fix It Apps,Closed,"909 12TH AVE S, SEATTLE, WA 98144",1274252.48177451,220123.528993335,47.59377956,-122.31740235,POINT (-122.31740235 47.59377956),98144,2,SOUTH,NORTH BEACON HILL
